finding,ICD10_code,PFx,Word Count ,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,ICD10_trimmed,pfx_trimmed ,relaxed_pfx_accuracy,agent_trimmed,relaxed_agent_accuracy,relaxed_accuracy,relaxed_overall_score
Pulmonary Edema,J81.0,"Imagine your lungs as sponges. Normally, these sponges stay dry so you can breathe easily. But with pulmonary edema, they fill up with water. This happens when tiny blood vessels in the lungs start to leak. It's like trying to breathe with a wet sponge in your chest. You might start coughing a lot or feel very tired and out of breath. Your lungs have more water, which makes it hard to get enough air. It's important to know why this happens so you can understand what to do about it.",91,J81.0,J81.0,TRUE,TRUE,93.74,1,1,1,8.74,1.620533881,J81,J81,1,J81,1,1,1.620533881
Asbestosis,J61,"Asbestosis happens when tiny pieces of a material called asbestos get stuck inside your lungs. If you breathe in asbestos for many years, these tiny pieces can make your lungs stiff. This is like when a cut on your skin leaves a hard scar. Stiff lungs mean you may feel out of breath or find it hard to breathe deeply. This condition is usually found by doctors when they look at your lungs using special pictures, like X-rays, to check how well they are working.",85,J61,J61,TRUE,TRUE,88.06,1,1,1,3.06,1.649261084,J61,J61,1,J61,1,1,1.649261084
Silicosis,J62.8,"Silicosis is a lung disease. It happens when you breathe in a lot of tiny dust called silica. This dust is often found at places like builders' sites and mines. Over time, the dust can hurt your lungs. When the lungs get hurt, it becomes hard to breathe easily and can cause coughing. Silica in the lungs can also make it easy for infections to happen. If you notice any troubles with breathing or coughing often, it's good to let someone know and keep an eye on how you are feeling.",91,J62.8,J62.8,TRUE,TRUE,83.66,1,1,1,1.34,1.685470085,J62,J62,1,J62,1,1,1.685470085
Lymphangioleiomyomatosis,J84.81,"Lymphangioleiomyomatosis, or LAM, affects your lungs. Imagine your lungs as big balloons helping you breathe. In LAM, tiny parts of your lungs grow in a strange way. This makes it hard for air to move through, like a blocked straw. Breathing can get hard, and it is more common in women, especially younger ones. Doctors help by keeping an eye on it so your lungs can work their best. They will check your lungs often and do tests to understand what's going on and to handle the symptoms better.",89,J84.81,J84.81,TRUE,TRUE,83.96,1,1,1,1.04,1.698039216,J84,J84,1,J84,1,1,1.698039216
Pulmonary Alveolar Proteinosis,J84.01,"Pulmonary alveolar proteinosis happens when something like protein builds up in the little air sacs in your lungs. Imagine filling a balloon, but instead of air, it fills with something thick and sticky. This makes it hard for your lungs to work right, which means you might not get enough oxygen or feel tired easily. Usually, our lungs clean themselves, but here they miss a spot. It’s like trying to breathe with a heavy coat on. Even if it’s not common, doctors know what it is and how to check it.",91,J84.01,J84.0,FALSE,TRUE,89.89,0,1,0.5,4.89,0.8339558574,J84,J84,1,J84,1,1,1.633955857
Lung Metastases,C78.00,"This finding is called lung metastases. It means that cancer cells from a different part of your body have traveled and spread to your lungs. Think of it like seeds from a tree being blown by the wind and landing in a new place. These 'seeds' can grow into new tumors in your lungs. It is important to know that the original or primary cancer is still the main place of concern, but these new tumors need attention because they can affect how your lungs work. Your doctor will know what to do to help take care of you.",99,C78.00,C78.00,TRUE,TRUE,88.57,1,1,1,3.57,1.643763676,C78,C78,1,C78,1,1,1.643763676
Pulmonary Hamartoma,D14.3,"A pulmonary hamartoma is like a little bump inside your lungs. It's similar to a harmless spot on your skin, like a mole, but it's in your lung. It is made of things like fat, muscle, and cartilage. You don’t need to worry because it’s not cancer. It doesn’t spread or hurt you. Most people don’t even know they have it because it usually doesn’t cause problems. Sometimes doctors find it by accident during an X-ray. Most of the time, you don’t need to do anything about it.",88,D14.3,D14.3,TRUE,TRUE,85.69,1,1,1,0.69,1.718343195,D14,D14,1,D14,1,1,1.718343195
Chronic Bronchitis,J41.8,"Chronic bronchitis is like a tree whose branches keep getting clogged with sticky sap. In our lungs, chronic bronchitis means that the airways, known as bronchi, are always swollen and filled with mucus. This makes it hard to breathe and can lead you to cough a lot. Imagine trying to blow through a straw filled with honey – that's what it's like for air to move through your lungs. It happens mostly because of smoking or air pollution and can make you feel tired or short of breath. Avoiding smoke and polluted air is really helpful to prevent it from getting worse.",102,J42,J42,FALSE,FALSE,79.8,0,0,0,5.2,0.03225806452,J41,J42,0,J42,0,0,0.03225806452
Hypersensitivity Pneumonitis,J67.9,"Hypersensitivity pneumonitis is a lung problem. It happens when your body does not like tiny things in the air, like dust or mold. When you breathe these in, your body reacts and your lungs might not work well. Imagine your lungs are like sponges. If too many tiny things get in, the sponges get stiff. This can make breathing hard and you might feel out of breath. Sometimes, we don't know exactly what causes this, but staying away from dusty or moldy places can help.",85,J67.9,J67.9,TRUE,TRUE,93.03,1,1,1,8.03,1.622148394,J67,J67,1,J67,1,1,1.622148394
Bronchiolitis Obliterans,J44.81,"Bronchiolitis obliterans is a condition where the small airways in your lungs, called bronchioles, get blocked by scar tissue. You can think of bronchioles as tiny tubes that allow air to travel to your lungs to help you breathe. When these tubes are blocked or narrowed, it becomes harder for air to move in and out. This can make it difficult to breathe and you might feel short of breath. Imagine a garden hose that is kinked or clogged with dirt — it becomes difficult for water to flow through. Similarly, your bronchioles need to be open for you to breathe properly.",102,J84.84,J84.89,FALSE,FALSE,79.8,0,0,0,5.2,0.03225806452,J44,J84,0,J84,0,0,0.03225806452
Pulmonary Sequestration,Q33.2,"Pulmonary sequestration happens when a small part of the lung grows differently. It does not connect to the main lung airways and gets blood differently than usual. This is something a person is born with, and it is like having a puzzle piece that does not fit anywhere. Many people don’t feel sick from it and only learn they have it through checkups. Doctors usually find it by accident. They watch it to make sure it doesn't cause problems. If you have questions, your doctor can give you more information.",90,Q33.2,Q33.2,TRUE,TRUE,75.3,1,1,1,9.7,1.618691589,Q33,Q33,1,Q33,1,1,1.618691589
Pulmonary Hypertension,I27.0,"Pulmonary hypertension means the blood pressure in your lungs is too high. Blood goes from the heart to the lungs to get oxygen. When this pressure is high, it makes the heart work harder. It can make you feel tired or out of breath even with little activity. Sometimes, this happens without a known reason, and it's called primary pulmonary hypertension. Imagine trying to drink a milkshake through a narrow straw. It's hard, just like high pressure makes it hard for blood to move. It's important to know this so you understand why you might feel this way.",98,I27.0,I27.0,TRUE,TRUE,84.37,1,1,1,0.63,1.722699387,I27,I27,1,I27,1,1,1.722699387
Mediastinal Mass,J98.5,"A mediastinal mass is a lump inside your chest. This lump is in a space called the mediastinum, which is between your lungs. Imagine this space like a special area where important things are kept, like your heart and big blood vessels. Sometimes people find lumps here when looking for other problems. Some lumps are harmless, like little balls of fat, while others might need more attention. Think of it as finding a toy in your drawer. You should check to see if it's the kind you need to take care of or if it can stay there.",98,J98.5,R22.2,FALSE,FALSE,91.11,0,0,0,6.11,0.02812939522,J98,J98,1,R22,0,0.5,0.8281293952
Thymoma,C37,"A thymoma is a type of growth that starts in the thymus, which is a small organ in your chest. The thymus is like a teacher for your immune system, helping it learn to fight germs when you're young. Sometimes, cells in the thymus can grow too much and form a lump called a thymoma. Think of it like a small garden weed growing where it shouldn't. Most thymomas grow slowly and are not harmful, but some may need to be watched closely. Doctors might do more tests to understand it better and plan the right care.",97,D15.0,C37,TRUE,FALSE,80.41,1,0,0.5,4.59,0.8357781753,C37,D15,0,C37,1,0.5,0.8357781753
Thymic Hyperplasia,E32.0,"Sometimes, when doctors check inside, they might see something called thymic hyperplasia. The thymus is a small organ in your chest. It helps your body fight germs. Hyperplasia means the thymus is a bit bigger than it usually is. Imagine if a balloon had a bit more air in it than normal. This is common and often seen in kids and teens. Usually, it doesn't cause any harm and nothing special is needed. It's something doctors just watch to be sure it stays alright.",84,E32.0,D15.0,FALSE,TRUE,77.74,0,1,0.5,7.26,0.8242130751,E32,E32,1,D15,0,0.5,0.8242130751
Esophageal Cyst,Q39.8,"An esophageal cyst is like a small, safe bubble that can grow in the food pipe, which takes food from your mouth to your stomach. This pipe is called the esophagus. The cyst is a little pouch filled with liquid. Most of the time, they do not hurt or show signs. People often do not know they have a cyst until a doctor spots it during a test. They are usually not dangerous. It’s just something to know about and check sometimes to see if it changes. Think of it as a gentle bubble sitting silently.",96,Q39.8,Q39.8,TRUE,TRUE,93.14,1,1,1,8.14,1.621881838,Q39,Q39,1,Q39,1,1,1.621881838
Esophageal Cyst,Q39.8,"When you think of an esophageal cyst, imagine a tiny bubble or bag with fluid inside, like a small balloon you might discover in your body. This balloon grows along your esophagus, the tube where your food travels from your mouth to your tummy. Often, this small bubble doesn't create trouble, and some people might never realize it's there. But just as an unexpected surprise can pop up on an adventure trip, this cyst might sometimes cause issues. That's why it's important to look for any changes every once in a while in case it acts differently.",97,Q39.8,Q39.8,TRUE,TRUE,68.7,1,1,1,16.3,1.611560694,Q39,Q39,1,Q39,1,1,1.611560694
