finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Thymoma,C37,"A thymoma is a type of tumor that forms in the thymus gland, which is located in the chest. It is often found by accident during imaging tests for other reasons. Most thymomas are slow-growing and may not cause any symptoms. However, some people might experience symptoms like chest pain, cough, or trouble breathing. It's important to know that thymomas can sometimes be associated with other conditions, like myasthenia gravis, which affects muscle strength. If any symptoms or concerns arise, further evaluation by a healthcare provider may be necessary to determine the best course of action.",96,C37,C37,TRUE,TRUE,55.24,1,1,1,29.76,1.606501951,C37,C37,1,C37,1,1,1.606501951
Thymic Hyperplasia,E32.0,"Thymic hyperplasia is a condition where the thymus gland, located in the chest, is larger than usual. This is often found by accident during imaging tests for other reasons. The thymus is an important part of the immune system, especially in children and young adults. In most cases, thymic hyperplasia does not cause any symptoms and does not need treatment. It is generally considered a normal variation. However, if there are any concerns or symptoms like chest pain or breathing difficulties, further evaluation may be needed to rule out other conditions.",91,D15.0,D15.0,FALSE,FALSE,56.05,0,0,0,28.95,0.006677796327,E32,D15,0,D15,0,0,0.006677796327
Esophageal Cyst,Q39.8,"An esophageal cyst is a small, fluid-filled sac that can be found in the esophagus, which is the tube that carries food from your mouth to your stomach. These cysts are usually discovered by accident during tests for other conditions and are often harmless. Most people with an esophageal cyst do not have any symptoms, and the cysts do not require treatment. However, if the cyst becomes large or causes symptoms like difficulty swallowing or chest pain, a doctor may suggest further evaluation to decide if treatment is needed.",89,Q39.6,Q39.8,TRUE,FALSE,57.3,1,0,0.5,27.7,0.8069686411,Q39,Q39,1,Q39,1,1,1.606968641
Bronchogenic Cyst,J98.4,"A bronchogenic cyst is a fluid-filled sac that is usually found in the chest area near the lungs. It is often discovered by accident during imaging tests for other reasons. Most of the time, these cysts do not cause any symptoms and are not harmful. They are generally considered benign, which means they are not cancerous. However, if the cyst becomes large or causes symptoms like coughing, difficulty breathing, or infections, it may need to be evaluated further. In such cases, a doctor might suggest treatment options, which could include monitoring or surgery to remove the cyst.",97,Q33.0,Q33.0,FALSE,FALSE,63.49,0,0,0,21.51,0.008884940027,J98,Q33,0,Q33,0,0,0.008884940027
Mediastinal Fat Necrosis,M79.89,"Mediastinal fat necrosis is a condition where the fat tissue in the area between your lungs, called the mediastinum, becomes damaged. This is often found by accident during imaging tests like a CT scan. Most of the time, it doesn't cause any symptoms and doesn't need treatment. It's important to know that this condition is usually harmless. However, if you experience any unusual symptoms like chest pain or difficulty breathing, it's a good idea to let your doctor know so they can check it out.",85,E88.2,R93.1,FALSE,FALSE,62.68,0,0,0,22.32,0.008576329331,M79,R93,0,E88,0,0,0.008576329331
Sarcoidosis,D86.0,"Sarcoidosis is a condition where small clusters of cells, called granulomas, form in different parts of the body, most commonly the lungs and lymph nodes. It is often discovered incidentally during tests for other conditions. Many people with sarcoidosis do not have symptoms and may not need treatment. However, if symptoms like a persistent cough, shortness of breath, or skin rashes occur, it is important to discuss these with a healthcare provider. In some cases, treatment may be necessary to manage symptoms and prevent complications.",85,D86.9,D86.9,FALSE,FALSE,54.22,0,0,0,30.78,0.006293266205,D86,D86,1,D86,1,1,1.606293266
Mediastinal Lymphadenopathy,R59.0,"Mediastinal lymphadenopathy means that the lymph nodes in the area between your lungs, called the mediastinum, are larger than usual. This is often found by accident when you have a chest X-ray or CT scan for another reason. Most of the time, this enlargement is not a cause for concern and does not cause any symptoms. It can happen due to infections, inflammation, or other conditions. If you do not have any symptoms, it usually does not need treatment. However, if you experience symptoms like persistent cough or chest pain, further evaluation may be needed.",95,R59.0,R91.8,FALSE,TRUE,63.9,0,1,0.5,21.1,0.8090497738,R59,R91,0,R59,1,0.5,0.8090497738
Teratoma,D15.2,"A teratoma is a type of tumor that can contain different kinds of tissues, like hair, muscle, or bone. It is often found by accident during imaging tests for other reasons. Most teratomas are benign, which means they are not cancerous and do not spread to other parts of the body. However, some can be malignant, meaning they can grow and spread. It's important to monitor teratomas to ensure they do not cause problems or become cancerous. If a teratoma causes symptoms or grows, doctors may suggest removing it through surgery.",91,D36.7,D36.9,FALSE,FALSE,64.51,0,0,0,20.49,0.009306654258,D15,D36,0,D36,0,0,0.009306654258
Pleural Plaques,J92.0,"Pleural plaques are areas of thickened tissue on the lining of the lungs, often found during imaging tests like X-rays or CT scans. They are usually caused by exposure to asbestos and are considered benign, meaning they are not cancerous. Most people with pleural plaques do not experience any symptoms, and the plaques themselves do not require treatment. However, they can be a marker of past asbestos exposure, which may increase the risk of other lung conditions. It's important to avoid further asbestos exposure and maintain regular health check-ups to monitor lung health.",93,J92.0,J92.0,TRUE,TRUE,61.06,1,1,1,23.94,1.608019246,J92,J92,1,J92,1,1,1.608019246
Pleural Thickening,J94.8,"Pleural thickening is a condition where the lining of the lungs becomes thicker than normal. This can be found during a chest X-ray or CT scan. Most of the time, pleural thickening does not cause any symptoms and is not harmful. It can happen due to past infections, inflammation, or exposure to certain substances. If you do not have any symptoms like chest pain or trouble breathing, it usually does not need treatment. However, if you experience any symptoms, it is important to let your doctor know.",87,J94.8,J94.8,TRUE,TRUE,65.22,1,1,1,19.78,1.609624639,J94,J94,1,J94,1,1,1.609624639
Pleural Calcifications,J94.0,"Pleural calcifications are small, hardened areas on the lining of the lungs, often found during imaging tests like X-rays or CT scans. These calcifications are usually a sign of past inflammation or exposure to certain substances, like asbestos. Most of the time, they do not cause any symptoms and are not harmful. It's important to know that pleural calcifications are generally not a cause for concern and do not require treatment. However, if you experience any breathing difficulties or chest pain, it's a good idea to let your doctor know.",90,J94.8,J94.8,FALSE,FALSE,53.21,0,0,0,31.79,0.006099420555,J94,J94,1,J94,1,1,1.606099421
Hemothorax,J94.2,"A hemothorax is when blood collects in the space between the lungs and the chest wall. This can happen after an injury or surgery. It might cause symptoms like chest pain, trouble breathing, or feeling very tired. If you have a hemothorax, doctors will usually need to remove the blood to help you breathe better and prevent infection. This is often done with a tube placed in the chest. It's important to follow your doctor's advice and get the right treatment to help you recover well.",86,S27.1,J94.2,TRUE,FALSE,82.34,1,0,0.5,2.66,0.8546448087,J94,J94,1,S27,0,0.5,0.8546448087
Pleural Mass,R22.9,"A pleural mass is a growth found in the pleura, which is the thin tissue covering the lungs and lining the chest cavity. This mass is often discovered by accident during imaging tests for other reasons. It's important to know that not all pleural masses are cancerous; they can be benign or due to infections or other conditions. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional imaging tests or a biopsy to understand what the mass is and if any treatment is necessary.",92,J91.8,R91.8,FALSE,FALSE,52.8,0,0,0,32.2,0.006024096386,R22,R91,0,J91,0,0,0.006024096386
Chylothorax,J94.0,"A chylothorax is a condition where a milky fluid called chyle builds up in the space around the lungs. This fluid usually comes from the lymphatic system, which is part of your body's immune system. Chylothorax can happen because of an injury, surgery, or sometimes without a clear reason. It might cause symptoms like trouble breathing or chest discomfort. It's important to talk to your doctor about what might be causing it and how to treat it. Treatment could involve draining the fluid or addressing the underlying cause.",88,J94.0,J94.0,TRUE,TRUE,73.47,1,1,1,11.53,1.615961692,J94,J94,1,J94,1,1,1.615961692
